39.98915	116.31	2007-04-14	02:57:04
39.9890333333333	116.30995	2007-04-14	02:57:32
39.9888833333333	116.310016666667	2007-04-14	02:58:59
39.98895	116.309883333333	2007-04-14	03:00:34
39.9887666666667	116.30985	2007-04-14	03:01:43
39.9889166666667	116.30985	2007-04-14	03:03:16
39.9885833333333	116.30985	2007-04-14	03:04:36
39.9883	116.30985	2007-04-14	03:06:02
39.9880666666667	116.30985	2007-04-14	03:06:21
39.9874333333333	116.30985	2007-04-14	03:07:33
39.9872666666667	116.309916666667	2007-04-14	03:08:47
39.9870833333333	116.309866666667	2007-04-14	03:09:31
39.9869333333333	116.309866666667	2007-04-14	03:11:08
39.9867333333333	116.309866666667	2007-04-14	03:12:55
39.9866333333333	116.30975	2007-04-14	03:13:29
39.9865	116.3097	2007-04-14	03:14:52
39.9863833333333	116.309616666667	2007-04-14	03:15:20
39.9862	116.3097	2007-04-14	03:15:39
39.9860166666667	116.30975	2007-04-14	03:15:53
39.9857666666667	116.3097	2007-04-14	03:16:17
39.9855333333333	116.30975	2007-04-14	03:16:38
39.9853	116.309716666667	2007-04-14	03:16:52
39.9850666666667	116.30975	2007-04-14	03:17:07
39.98485	116.309766666667	2007-04-14	03:17:24
39.9846666666667	116.3098	2007-04-14	03:17:37
39.9845166666667	116.31025	2007-04-14	03:18:08
39.9843333333333	116.310383333333	2007-04-14	03:18:24
39.9841166666667	116.31045	2007-04-14	03:18:45
39.9839333333333	116.310466666667	2007-04-14	03:19:16
39.9837666666667	116.31045	2007-04-14	03:19:32
39.98355	116.310516666667	2007-04-14	03:19:48
39.9833166666667	116.310516666667	2007-04-14	03:20:08
39.98305	116.31055	2007-04-14	03:20:25
39.9828166666667	116.310583333333	2007-04-14	03:20:40
39.9826833333333	116.3106	2007-04-14	03:20:53
39.9825333333333	116.310716666667	2007-04-14	03:21:11
39.9822666666667	116.310783333333	2007-04-14	03:21:37
39.98205	116.310783333333	2007-04-14	03:21:59
39.9818666666667	116.310833333333	2007-04-14	03:22:13
39.98155	116.310833333333	2007-04-14	03:22:35
39.9813666666667	116.310766666667	2007-04-14	03:22:50
39.9812	116.310733333333	2007-04-14	03:23:02
39.98085	116.310683333333	2007-04-14	03:23:25
39.9806833333333	116.310616666667	2007-04-14	03:23:36
39.9805333333333	116.3107	2007-04-14	03:23:49
39.9803333333333	116.310666666667	2007-04-14	03:24:03
39.98	116.31135	2007-04-14	03:24:52
39.9794666666667	116.311116666667	2007-04-14	03:24:55
39.9797333333333	116.3114	2007-04-14	03:26:45
39.9795666666667	116.312883333333	2007-04-14	03:26:50
39.9795833333333	116.313316666667	2007-04-14	03:27:16
39.9796166666667	116.313666666667	2007-04-14	03:27:36
39.9796	116.314	2007-04-14	03:27:56
39.9796333333333	116.3142	2007-04-14	03:28:10
39.9796666666667	116.31445	2007-04-14	03:28:29
39.9797	116.3147	2007-04-14	03:28:46
39.9797166666667	116.31495	2007-04-14	03:29:06
39.9797333333333	116.315233333333	2007-04-14	03:29:24
39.9796166666667	116.315383333333	2007-04-14	03:29:41
39.9797	116.3156	2007-04-14	03:29:53
