39.9744166666667	116.327466666667	2007-04-16	13:04:44
39.9709	116.327633333333	2007-04-16	13:06:09
39.9666833333333	116.327783333333	2007-04-16	13:06:53
39.9664833333333	116.327733333333	2007-04-16	13:06:59
39.9663833333333	116.326083333333	2007-04-16	13:07:17
39.9661333333333	116.322566666667	2007-04-16	13:07:52
39.96615	116.317666666667	2007-04-16	13:08:38
39.9661	116.316733333333	2007-04-16	13:09:01
39.9660666666667	116.316183333333	2007-04-16	13:09:08
39.9659333333333	116.3154	2007-04-16	13:09:29
39.9651833333333	116.3153	2007-04-16	13:09:52
39.9601166666667	116.316483333333	2007-04-16	13:10:42
39.9595333333333	116.316533333333	2007-04-16	13:10:51
39.9524833333333	116.317416666667	2007-04-16	13:12:10
39.9519833333333	116.3174	2007-04-16	13:12:21
39.9464833333333	116.318233333333	2007-04-16	13:13:56
39.9456666666667	116.3184	2007-04-16	13:14:07
39.9429	116.318716666667	2007-04-16	13:14:47
39.9354333333333	116.319383333333	2007-04-16	13:15:52
39.9338	116.319383333333	2007-04-16	13:16:25
39.9333	116.3193	2007-04-16	13:17:24
39.9315166666667	116.31935	2007-04-16	13:17:47
39.9313666666667	116.319416666667	2007-04-16	13:18:16
39.9312666666667	116.319516666667	2007-04-16	13:19:10
39.9309166666667	116.32075	2007-04-16	13:19:15
